repo_name,url,pulls_count_open,pulls_count_closed,issues_count_open,issues_count_closed,commits_count,branches_count,releases_count,owner_type,watchers_count,forks_count,stargazers_count,development_time,owner_account_age,avg_dev_account_age,has_test,has_doc,has_example,has_readme,owner_projects_count,owner_following,owner_followers,devs_followers_avg,devs_following_avg,commits_by_dev_with_most_commits,magnetism,stickiness,wealth,last_commit_age,productive_duration
NextThought/nti.schema,https://github.com/NextThought/nti.schema,4,90,273,356,402,1,2,0,0,0,0,3124,3335,3038.75,True,True,False,True,74,0,0,37.5,2.5,247,0.35,0.5428571428571428,74.59880952380954,133,3124
oe-alliance/enigma2-plugins,https://github.com/oe-alliance/enigma2-plugins,3,0,8,1,3,2,0,0,28,84,28,5361,3404,2856.5862068965516,True,False,False,True,45,0,0,16.666666666666668,1.7011494252873562,1167,0.0,0,0.0,3,5385
jenkinsci/lib-version-number,https://github.com/jenkinsci/lib-version-number,1,14,3,14,9,2,9,0,2,11,2,4374,4441,3809.2727272727275,True,False,False,True,2413,0,0,288.90909090909093,14.090909090909092,18,0.0,0,13.11111111111111,157,4374
Mappy/Leaflet-active-area,https://github.com/Mappy/Leaflet-active-area,0,4,1,7,23,6,0,0,97,16,97,2589,3809,3105.823529411765,True,False,True,True,60,0,0,55.23529411764706,23.11764705882353,31,1.0,1.0,4.0,131,2589
AspireRFID/AspireRFID,https://github.com/AspireRFID/AspireRFID,7,83,67,113,665,7,0,0,2,0,2,4213,3089,3616.0,True,True,True,True,3,0,0,16.666666666666668,4.333333333333333,114,0.1282051282051282,1.0,72.44707602339182,296,4213
kzu/NuGetReferences,https://github.com/kzu/NuGetReferences,0,7,0,7,13,2,0,1,44,14,44,2808,4291,2824.0,False,False,False,True,197,7,242,649.6,3.0,44,0.17391304347826086,0.5,7.0,232,2808
mirage/ocaml-hex,https://github.com/mirage/ocaml-hex,1,0,3,2,5,2,0,0,22,12,22,2200,4373,3678.818181818182,False,False,False,True,188,0,0,350.27272727272725,100.27272727272727,47,0.0,0,0.0,321,2200
JuliaInterop/Clang.jl,https://github.com/JuliaInterop/Clang.jl,0,11,0,14,13,28,3,0,162,50,162,3190,1903,3108.970588235294,True,True,False,True,16,0,0,146.23529411764707,28.11764705882353,241,0.16666666666666666,1.0,10.5,1,3218
collective/collective.js.jqueryui,https://github.com/collective/collective.js.jqueryui,3,71,7,152,324,6,14,0,5,9,5,3948,4054,4138.04347826087,False,True,True,True,1786,0,0,42.73913043478261,11.391304347826088,161,0.5074626865671642,0.5,65.78333333333333,256,3948
fedora-infra/elections,https://github.com/fedora-infra/elections,7,17,30,29,77,6,0,0,13,8,13,4747,3163,3404.6470588235293,True,False,False,True,142,0,0,93.05882352941177,21.41176470588235,510,0.38461538461538464,0.5,17.0,122,4747
kazysmaster/gnome-shell-extension-lockkeys,https://github.com/kazysmaster/gnome-shell-extension-lockkeys,1,39,1,44,77,1,1,1,112,43,112,3415,3595,2932.8214285714284,False,False,False,True,5,0,2,19.25,8.142857142857142,81,0.3142857142857143,0.9090909090909091,36.7,6,3438
mdo/github-buttons,https://github.com/mdo/github-buttons,0,106,13,117,498,8,0,1,2717,259,2717,3568,4468,3572.4545454545455,False,True,False,True,29,1,20624,2130.5454545454545,85.36363636363636,145,0.05555555555555555,1.5,106.0,15,3592
saintedlama/passport-local-mongoose,https://github.com/saintedlama/passport-local-mongoose,3,107,34,194,240,76,0,1,1091,273,1091,3100,4394,3006.8,True,False,True,True,126,79,110,131.02857142857144,18.65714285714286,161,0.2608695652173913,0.8333333333333334,102.83333333333333,87,3100
logstash-plugins/logstash-filter-anonymize,https://github.com/logstash-plugins/logstash-filter-anonymize,73,742,282,1079,1245,4,5,0,3,8,3,2252,2545,4085.5833333333335,True,True,False,True,267,0,0,191.91666666666666,19.333333333333332,39,0.29698375870069604,0.5078125,663.1569013573811,257,2252
vizabi/vizabi,https://github.com/vizabi/vizabi,0,12,3,17,41,79,0,0,258,63,258,2310,1864,3163.9,False,False,False,True,33,0,0,41.56666666666667,15.233333333333333,1721,0.25,0.5,12.0,368,2310
JuliaGraphs/LightGraphs.jl,https://github.com/JuliaGraphs/LightGraphs.jl,9,20,14,41,40,11,0,0,678,197,678,2401,2421,2769.75,True,True,False,True,26,0,0,70.44,16.83,940,0.1724137931034483,1.0,15.28611111111111,26,2429
sandstorm-io/sandstorm,https://github.com/sandstorm-io/sandstorm,0,53,2,53,59,22,0,0,5885,689,5885,2775,2694,3720.4845360824743,True,True,False,True,28,0,0,196.76288659793815,40.45360824742268,3554,2.0,0.5,51.5,1,2767
koalaman/shellcheck,https://github.com/koalaman/shellcheck,3,5,3,5,25,5,0,1,26057,1319,26057,3237,3227,3444.266666666667,True,True,False,True,15,2,480,106.15833333333333,42.74166666666667,1295,0.5,1.0,5.0,1,3259
vtoubiana/TrackMeNot,https://github.com/vtoubiana/TrackMeNot,2,5,11,16,31,7,1,1,235,43,235,3000,3445,3022.6,False,False,False,True,8,2,13,47.0,11.0,76,0.16666666666666666,0.3333333333333333,5.0,161,3000
Panopto/Blackboard-9.1-Plugin-for-Panopto,https://github.com/Panopto/Blackboard-9.1-Plugin-for-Panopto,0,9,0,13,37,14,0,0,8,7,8,2184,3774,2755.1428571428573,True,False,False,True,58,0,0,3.142857142857143,2.2857142857142856,56,0.6666666666666666,1.0,9.0,81,2184
peti/hledger-interest,https://github.com/peti/hledger-interest,0,91,10,105,236,2,0,1,18,5,18,3648,4726,4448.0,False,False,False,True,73,0,138,80.0,17.25,102,0.0783132530120482,1.3076923076923077,91.0,33,3689
MTG/freesound,https://github.com/MTG/freesound,0,4,0,4,13,41,0,0,228,88,228,4875,3238,3144.9583333333335,True,False,False,True,111,0,0,70.75,24.875,2726,0.36363636363636365,0.25,3.5,46,4875
screeps/grunt-screeps,https://github.com/screeps/grunt-screeps,1,7,3,11,11,3,0,0,54,32,54,2121,2531,3871.8571428571427,True,False,False,True,23,0,0,78.0,30.857142857142858,26,0.16666666666666666,0.3333333333333333,5.211111111111111,297,2121
zlib-ng/minizip-ng,https://github.com/zlib-ng/minizip-ng,2,52,16,87,230,4,8,0,822,326,822,3381,1037,2955.4691358024693,True,True,False,True,6,0,0,36.629629629629626,9.790123456790123,1643,0.30303030303030304,0.4,48.53333333333334,12,3381
gtimelog/gtimelog,https://github.com/gtimelog/gtimelog,0,1,0,1,4,10,0,0,192,69,192,6145,2852,3498.5,True,True,False,True,2,0,0,35.65384615384615,5.961538461538462,940,0.0,0,1.0,43,6145
cbcruk/tumblog,https://github.com/cbcruk/tumblog,0,0,0,0,44,10,0,1,0,0,0,1797,2738,1883.0,False,False,False,False,29,27,17,5.666666666666667,9.0,37,0.13636363636363635,2.0,0.0,240,1797
freeciv/freeciv-web,https://github.com/freeciv/freeciv-web,1,17,2,32,62,3,0,0,1597,262,1597,4027,3030,2990.6153846153848,True,True,False,True,5,0,0,17.346153846153847,8.23076923076923,2076,0.4166666666666667,0.4,17.0,44,4027
inveniosoftware/invenio-communities,https://github.com/inveniosoftware/invenio-communities,0,9,0,15,42,5,0,0,4,30,4,2616,3613,2978.4285714285716,True,True,False,True,142,0,0,45.04761904761905,30.238095238095237,125,0.14285714285714285,1.0,5.416666666666666,47,2616
scikit-image/scikit-image,https://github.com/scikit-image/scikit-image,3,17,13,27,125,14,12,0,4523,1884,4523,4407,3727,3044.053824362606,True,True,True,True,15,0,0,124.4985835694051,25.453257790368273,1609,0.2631578947368421,0.4,14.500000000000002,2,4396
areaDetector/ADAndor,https://github.com/areaDetector/ADAndor,7,25,18,32,41,1,0,0,5,15,5,4901,2843,2570.2727272727275,False,True,False,True,60,0,0,7.7272727272727275,5.818181818181818,1344,0.22857142857142856,0.75,15.279797979797982,24,4901
sblask/webextension-tab-deque,https://github.com/sblask/webextension-tab-deque,19,180,50,296,97,2,5,1,18,3,18,2775,3833,2109.6666666666665,False,False,False,True,16,11,38,12.666666666666666,3.6666666666666665,137,0.21212121212121213,0.7619047619047619,167.05,33,2775
ualibweb/manage_ui,https://github.com/ualibweb/manage_ui,0,0,0,0,124,8,0,0,0,0,0,2237,3514,2521.8,False,False,False,True,35,0,0,20.6,21.2,446,0.0,0,0.0,123,2237
acoustid/chromaprint,https://github.com/acoustid/chromaprint,3,11,24,26,19,12,1,0,600,93,600,3899,1945,3589.4444444444443,True,False,False,True,28,0,0,34.111111111111114,9.61111111111111,419,0.0,0,11.0,156,3899
NextThought/nti.schema,https://github.com/NextThought/nti.schema,96,384,279,682,394,1,4,0,0,0,0,3124,3335,3038.75,True,True,False,True,74,0,0,37.5,2.5,247,0.4722222222222222,0.6176470588235294,329.55930042180034,133,3124
oe-alliance/enigma2-plugins,https://github.com/oe-alliance/enigma2-plugins,0,0,0,0,5,2,0,0,28,84,28,5361,3405,2856.862068965517,True,False,False,True,45,0,0,16.666666666666668,1.7011494252873562,1167,0.0,0,0.0,3,5385
jenkinsci/lib-version-number,https://github.com/jenkinsci/lib-version-number,0,7,0,12,7,2,0,0,2,11,2,4374,4441,3809.6363636363635,True,False,False,True,2413,0,0,288.90909090909093,14.090909090909092,18,0.3333333333333333,0.5,7.0,157,4374
Mappy/Leaflet-active-area,https://github.com/Mappy/Leaflet-active-area,2,143,14,145,827,6,0,0,97,16,97,2589,3810,3106.4117647058824,True,False,True,True,60,0,0,55.35294117647059,23.11764705882353,31,0.4,1.0,140.04090909090908,131,2589
takke/cpustats,https://github.com/takke/cpustats,1,5,1,5,12,1,0,1,96,24,96,2139,4539,3471.4,True,False,False,True,49,14,37,43.2,28.8,163,0.8,0.5,5.0,206,2139
kzu/NuGetReferences,https://github.com/kzu/NuGetReferences,10,25,45,62,46,2,2,1,44,14,44,2808,4291,2824.4,False,False,False,True,197,7,242,649.8,3.0,44,0.17647058823529413,0.8333333333333334,20.711446886446883,232,2808
mirage/ocaml-hex,https://github.com/mirage/ocaml-hex,0,21,3,24,68,2,1,0,22,12,22,2200,4373,3678.909090909091,False,False,False,True,188,0,0,350.27272727272725,100.27272727272727,47,0.6363636363636364,0.42857142857142855,18.026923076923076,321,2200
JuliaInterop/Clang.jl,https://github.com/JuliaInterop/Clang.jl,1,47,10,66,191,28,2,0,162,50,162,3190,1903,3109.264705882353,True,True,False,True,16,0,0,146.26470588235293,28.11764705882353,241,0.6363636363636364,0.2857142857142857,46.5,1,3218
bjornbm/numtype-dk,https://github.com/bjornbm/numtype-dk,1,6,12,32,21,6,0,1,1,1,1,2674,4675,4009.25,False,False,False,True,78,6,32,54.0,3.25,53,0.42857142857142855,0.3333333333333333,6.0,104,2674
collective/collective.js.jqueryui,https://github.com/collective/collective.js.jqueryui,1,22,6,57,64,6,2,0,5,9,5,3948,4054,4138.434782608696,False,True,True,True,1786,0,0,42.73913043478261,11.391304347826088,161,0.28125,0.6666666666666666,19.517857142857142,256,3948
fedora-infra/elections,https://github.com/fedora-infra/elections,0,98,0,98,1027,6,0,0,13,8,13,4747,3163,3404.823529411765,True,False,False,True,142,0,0,93.05882352941177,21.41176470588235,510,0.35294117647058826,0.3333333333333333,96.5,122,4747
mdo/github-buttons,https://github.com/mdo/github-buttons,1,7,3,11,14,8,0,1,2717,259,2717,3568,4468,3572.6363636363635,False,True,False,True,29,1,20624,2130.5454545454545,85.36363636363636,145,0.3,0.3333333333333333,5.16025641025641,15,3592
logstash-plugins/logstash-filter-anonymize,https://github.com/logstash-plugins/logstash-filter-anonymize,1,162,2,163,166,4,0,0,3,8,3,2252,2545,4086.0,True,True,False,True,267,0,0,191.91666666666666,19.333333333333332,39,0.6666666666666666,1.0,162.0,257,2252
vizabi/vizabi,https://github.com/vizabi/vizabi,0,24,2,25,58,79,0,0,258,63,258,2310,1865,3164.4333333333334,False,False,False,True,33,0,0,41.56666666666667,15.233333333333333,1721,0.13333333333333333,2.0,24.0,368,2310
groonga/grntest,https://github.com/groonga/grntest,2,129,50,172,107,1,29,0,3,4,3,3448,4630,3632.6666666666665,True,True,False,True,49,0,0,141.0,3.6666666666666665,517,0.3617021276595745,0.35294117647058826,122.29166666666666,36,3448
mixedinkey-opensource/MIKMIDI,https://github.com/mixedinkey-opensource/MIKMIDI,1,56,27,97,177,8,12,0,424,89,424,3012,3033,3294.9375,False,False,False,True,4,0,0,48.1875,22.875,846,0.28205128205128205,0.5454545454545454,52.735714285714295,17,3012
RSS-Bridge/rss-bridge,https://github.com/RSS-Bridge/rss-bridge,48,366,81,397,559,4,0,0,3671,697,3671,2952,1864,2892.5027932960893,True,False,False,True,1,0,0,41.78212290502793,16.81564245810056,761,0.2727272727272727,0.6666666666666666,350.62777777777774,7,2975
CFSworks/nvml_fix,https://github.com/CFSworks/nvml_fix,0,4,0,4,9,1,0,1,79,18,79,2920,3824,3195.2,False,False,False,True,24,11,88,29.6,12.8,11,0.25,1.0,4.0,60,2988
burningmantech/ranger-ims-server,https://github.com/burningmantech/ranger-ims-server,0,51,4,51,161,4,22,0,21,6,21,2621,3216,2466.0,True,True,False,True,20,0,0,10.5,2.0,1404,0.8333333333333334,0.6,50.5,4,2637
TycheSoftwares/arconix-shortcodes,https://github.com/TycheSoftwares/arconix-shortcodes,0,21,0,21,240,22,0,0,1,1,1,3062,2763,1859.8333333333333,False,False,False,True,59,0,0,2.5,0.16666666666666666,162,0.4166666666666667,1.0,18.84285714285714,169,3062
r-lib/httr,https://github.com/r-lib/httr,0,2,0,3,4,7,0,0,917,2023,917,3348,1810,3382.8358208955224,True,False,False,True,132,0,0,630.7910447761194,46.95522388059702,684,0.25,2.0,3.0,173,3348
Meteor-Community-Packages/meteor-user-status,https://github.com/Meteor-Community-Packages/meteor-user-status,0,1,3,19,403,5,2,0,556,80,556,2779,1083,3411.176470588235,True,True,False,True,40,0,0,194.7058823529412,36.76470588235294,83,0.0,0,1.0,44,2779
RaftLib/RaftLib,https://github.com/RaftLib/RaftLib,0,12,0,15,154,14,0,0,748,102,748,2544,1957,3194.0,False,False,True,True,11,0,0,132.55555555555554,31.77777777777778,710,1.0,0.3333333333333333,11.5,12,2544
mpv-player/mpv-build,https://github.com/mpv-player/mpv-build,0,13,1,14,49,3,15,0,257,75,257,3235,3262,3647.4666666666667,False,False,False,True,7,0,0,84.4,9.333333333333334,127,0.2727272727272727,0.3333333333333333,11.276923076923078,25,3235
DBCDK/bibdk,https://github.com/DBCDK/bibdk,1,6,1,8,59,8,0,0,5,2,5,3483,3904,3228.0,True,True,False,True,443,0,0,8.3,2.7,1158,0.75,1.0,4.6,5,3479
nextgis-borsch/lib_openssl,https://github.com/nextgis-borsch/lib_openssl,0,39,5,48,70,1,3,0,0,0,0,1575,2369,2961.2,True,False,False,True,117,0,0,7.4,1.8,171,1.3333333333333333,0.5,34.14962121212122,376,1575
saravana815/dhtest,https://github.com/saravana815/dhtest,2,31,2,38,104,1,0,1,218,93,218,2588,3168,3189.0,False,False,False,True,5,0,5,254.85714285714286,3.5714285714285716,9,0.15217391304347827,0.7142857142857143,31.0,299,2588
stylus/stylus-lang.com,https://github.com/stylus/stylus-lang.com,0,1,0,1,3,3,0,0,24,11,24,2980,2484,3923.222222222222,False,False,False,True,6,0,0,241.0,40.44444444444444,55,0.05,1.0,0.045454545454545456,8,2980
MarkReeder/Turntable.fm-Extensions,https://github.com/MarkReeder/Turntable.fm-Extensions,11,59,17,68,241,4,0,1,78,13,78,3571,4214,4174.5,False,False,False,True,28,50,58,31.75,19.0,109,0.25,0.21428571428571427,56.93333333333334,192,3571
dylan-lang/website,https://github.com/dylan-lang/website,0,0,1,0,105,5,0,0,13,18,13,3578,3954,4047.4666666666667,False,False,True,True,67,0,0,86.66666666666667,17.8,209,0.1111111111111111,1.0,0.0,22,3578
django-money/django-money,https://github.com/django-money/django-money,2,17,8,23,79,9,2,0,1141,262,1141,3778,2329,3619.2738095238096,True,True,False,True,3,0,0,62.42857142857143,22.488095238095237,331,0.4117647058823529,1.1428571428571428,13.03333333333333,1,3606
nathancahill/split,https://github.com/nathancahill/split,0,2,5,4,4,38,1,1,5094,408,5094,2199,3522,2961.8928571428573,True,False,False,True,175,10,210,181.60714285714286,146.60714285714286,484,0.2857142857142857,0.5,2.0,11,2199
HEPData/hepdata-explore,https://github.com/HEPData/hepdata-explore,0,4,0,4,9,1,0,0,3,0,3,1972,2397,2769.5,True,True,False,True,18,0,0,27.5,21.0,573,0.25,1.0,4.0,131,1972
liquibase/liquibase-oracle,https://github.com/liquibase/liquibase-oracle,0,51,4,51,161,8,22,0,32,38,32,2874,3992,2407.4,True,False,False,True,65,0,0,9.866666666666667,1.8,44,0.8333333333333334,0.6,50.5,40,2789
bureau14/qdb-api-python,https://github.com/bureau14/qdb-api-python,0,21,0,21,240,65,0,0,9,1,9,3169,4309,2714.6153846153848,True,False,True,True,37,0,0,43.61538461538461,5.538461538461538,324,0.4166666666666667,1.0,18.84285714285714,2,3188
wouterken/rulp,https://github.com/wouterken/rulp,0,2,0,3,4,2,0,1,29,7,29,2042,3821,3719.5,True,False,True,True,32,0,4,17.25,38.25,47,0.25,2.0,3.0,117,2042
torognes/swarm,https://github.com/torognes/swarm,0,1,3,19,403,2,2,1,90,20,90,3140,3234,2871.8,False,False,False,True,13,25,104,48.2,18.4,536,0.0,0,1.0,56,3146
worldskills/worldskills-quizzes,https://github.com/worldskills/worldskills-quizzes,0,12,0,15,154,3,0,0,1,1,1,2514,3261,2713.4,False,False,False,True,27,0,0,29.0,35.6,213,1.0,0.3333333333333333,11.5,2,2514
dokku-community/dokku-apt,https://github.com/dokku-community/dokku-apt,0,13,1,14,49,1,15,0,109,41,109,2056,1759,3933.1,False,False,False,True,11,0,0,205.2,101.6,47,0.2727272727272727,0.3333333333333333,11.276923076923078,129,2056
edn-query-language/eql,https://github.com/edn-query-language/eql,1,6,1,8,59,3,0,0,317,8,317,930,1052,3553.6,True,True,False,True,2,0,0,141.4,98.4,93,0.75,1.0,4.6,62,930
sailfishos-patches/patchmanager,https://github.com/sailfishos-patches/patchmanager,0,39,5,48,70,7,3,0,18,18,18,1749,2666,3552.6666666666665,False,False,False,True,7,0,0,54.0,1.1666666666666667,131,1.3333333333333333,0.5,34.14962121212122,1,2738
test-unit/test-unit,https://github.com/test-unit/test-unit,2,31,2,38,104,1,0,0,225,86,225,4924,3874,4159.434782608696,True,True,False,True,12,0,0,370.82608695652175,40.04347826086956,1101,0.15217391304347827,0.7142857142857143,31.0,4,4924
montagejs/digit,https://github.com/montagejs/digit,0,1,0,1,3,11,0,0,104,20,104,3140,3347,4166.0,True,False,False,True,66,0,0,312.7647058823529,42.8235294117647,91,0.05,1.0,0.045454545454545456,38,3140
CartoDB/CartoDB-SQL-API,https://github.com/CartoDB/CartoDB-SQL-API,11,59,17,68,241,84,0,0,57,66,57,3730,3397,3645.829268292683,True,True,True,True,366,0,0,73.7560975609756,20.097560975609756,800,0.25,0.21428571428571427,56.93333333333334,16,3730
FNNDSC/scripts,https://github.com/FNNDSC/scripts,0,0,1,0,105,14,0,0,3,3,3,4288,3641,3674.75,False,False,False,True,315,0,0,51.5,10.25,1473,0.1111111111111111,1.0,0.0,36,4288
edgewall/genshi,https://github.com/edgewall/genshi,2,17,8,23,79,24,2,0,54,28,54,5574,4172,3981.4347826086955,True,True,True,True,4,0,0,233.95652173913044,21.652173913043477,676,0.4117647058823529,1.1428571428571428,13.03333333333333,1,5574
qgeissmann/OpenCFU,https://github.com/qgeissmann/OpenCFU,0,2,5,4,4,6,1,1,58,27,58,2537,3516,2869.3333333333335,False,True,False,True,19,49,47,88.16666666666667,33.0,58,0.2857142857142857,0.5,2.0,64,2537
itamarst/eliot,https://github.com/itamarst/eliot,3,11,19,24,54,13,3,1,918,59,918,2592,3169,3629.181818181818,True,True,True,True,60,0,217,66.81818181818181,12.636363636363637,950,0.09090909090909091,2.0,10.333333333333332,122,2715
openelections/openelections-sources-tx,https://github.com/openelections/openelections-sources-tx,1,2,7,2,128,1,0,0,8,11,8,1638,3368,3690.6666666666665,False,False,False,True,131,0,0,239.66666666666666,52.666666666666664,338,0.0,0,2.0,45,1638
mskilab/gTrack,https://github.com/mskilab/gTrack,0,1,0,2,16,15,0,1,13,7,13,2123,2311,2585.285714285714,True,True,False,True,26,0,57,37.857142857142854,25.857142857142858,466,0.375,0.3333333333333333,1.0,113,2123
jmagnuson/ahrs-rs,https://github.com/jmagnuson/ahrs-rs,0,11,4,12,30,5,0,1,9,6,9,1632,2830,3209.5,True,False,True,True,52,0,15,91.0,5.25,41,2.0,0.75,11.0,161,1800
libguestfs/libguestfs,https://github.com/libguestfs/libguestfs,1,57,32,82,138,59,9,1,453,142,453,4548,3539,3383.728260869565,True,True,True,True,11,0,53,42.82608695652174,6.923913043478261,7575,0.07446808510638298,0.42857142857142855,50.95396825396826,3,4568
kif-framework/KIF,https://github.com/kif-framework/KIF,0,2,0,2,16,6,0,0,6040,901,6040,3739,2969,3645.136645962733,False,False,False,True,3,0,0,120.18012422360249,25.19254658385093,268,0.6666666666666666,0.5,2.0,9,3739
marccarre/properties-files-maven-plugin,https://github.com/marccarre/properties-files-maven-plugin,0,0,0,0,2,1,0,1,2,1,2,2434,3756,2681.3333333333335,True,False,False,True,84,4,55,19.333333333333332,2.3333333333333335,37,0.0,0,1.0,160,2434
flagbit/Magento-MEP,https://github.com/flagbit/Magento-MEP,2,710,2,711,1206,2,0,0,41,16,41,3194,3984,3093.222222222222,False,True,False,True,130,0,0,15.833333333333334,7.388888888888889,136,0.16666666666666666,1.3333333333333333,710.0,58,3194
ccnmtl/worth2,https://github.com/ccnmtl/worth2,0,0,0,3,4,5,0,0,1,1,1,2487,4607,2799.8,True,False,False,True,241,0,0,21.133333333333333,25.266666666666666,950,0.0,0,0.0,2,2507
purcell/elisp-slime-nav,https://github.com/purcell/elisp-slime-nav,0,0,0,0,25,1,0,1,136,11,136,2952,4912,4169.888888888889,False,False,False,True,1037,58,2654,481.1111111111111,43.888888888888886,37,1.0,0.3333333333333333,0.0,132,2952
